1	1	11284	0	0
2	1	9561	2872	0
3	1	10756	5312	0
4	1	15569	8052	0
5	1	13836	11996	0
6	1	14898	15504	0
7	1	5768	19280	0
8	1	5298	20772	0
9	1	5465	22148	0
10	1	16360	23564	0
11	1	21334	27704	0
12	1	14234	33088	0
13	1	5887	36696	0
14	1	5321	38216	0
15	1	5588	39596	0
16	1	5603	41044	0
17	1	5799	42496	0
18	1	5023	43996	0
19	1	16803	45300	0
20	1	15398	49552	0
21	1	16023	53452	0
22	1	3659	57508	0
23	1	3380	58472	0
24	1	3381	59368	0
25	1	12482	60264	0
26	1	10186	63436	0
27	1	12077	66032	0
28	1	2524	69100	0
29	1	1958	69780	0
30	1	2568	70320	0
31	1	12359	71012	0
32	1	10683	74152	0
33	1	11672	76872	0
34	1	6812	79840	0
35	1	6257	81592	0
36	1	6507	83208	0
37	1	24473	84884	0
38	1	21973	91052	0
39	1	23400	96596	0
40	1	6868	102496	0
41	1	5722	104264	0
42	1	5873	105744	0
43	1	9243	107264	0
44	1	7665	109624	0
45	1	8903	111592	0
46	1	6969	113868	0
47	1	6194	115660	0
48	1	6466	117260	0
49	1	3753	118928	0
50	1	3626	119916	0
51	1	3256	120872	0
52	1	5830	121736	0
53	1	5012	123244	0
54	1	6244	124548	0
55	1	8583	126160	0
56	1	7736	128356	0
57	1	7918	130340	0
58	1	6912	132368	0
59	1	5322	134144	0
60	1	7505	135524	0
61	1	3182	137452	0
62	1	2777	138296	0
63	1	3983	139040	0
64	1	6819	140084	0
65	1	6283	141840	0
66	1	6523	143460	0
67	1	17203	145140	0
68	1	15447	149492	0
69	1	17512	153404	0
70	1	5591	157832	0
71	1	4802	159280	0
72	1	5481	160532	0
73	1	13955	161952	0
74	1	11857	165492	0
75	1	18746	168508	0
76	1	14374	173244	0
77	1	12080	176888	0
78	1	14185	179956	0
79	1	13019	183552	0
80	1	12005	186856	0
81	1	11926	189908	0
82	1	5306	192940	0
83	1	4812	194316	0
84	1	5173	195568	0
85	1	9919	196912	0
86	1	9002	199440	0
87	1	9441	201740	0
88	1	21805	204152	0
89	1	19506	209652	0
90	1	31157	214580	0
91	1	8591	222420	0
92	1	7864	224616	0
93	1	7656	226632	0
94	1	9055	228596	0
95	1	8351	230908	0
96	1	8387	233044	0
97	1	9830	235192	0
98	1	9075	237700	0
99	1	9053	240020	0
100	1	3557	242332	0
101	1	4207	243272	0
102	1	2922	244372	0
103	1	14939	245152	0
104	1	13801	248936	0
105	1	13838	252436	0
106	1	10110	255944	0
107	1	9316	258520	0
108	1	9240	260900	0
109	1	14469	263260	0
110	1	12424	266928	0
111	1	13777	270084	0
112	1	9843	273580	0
113	1	9473	276092	0
114	1	9278	278512	0
115	1	9146	280880	0
116	1	7367	283216	0
117	1	9215	285108	0
118	1	14033	287460	0
119	1	11860	291020	0
120	1	13200	294036	0
121	1	7033	297384	0
122	1	6497	299192	0
123	1	6547	300868	0
124	1	22568	302556	0
125	1	20775	308248	0
126	1	21412	313492	0
127	1	7728	318896	0
128	1	7156	320876	0
129	1	7347	322716	0
130	1	13559	324604	0
131	1	12633	328044	0
132	1	12892	331252	0
133	1	14578	334524	0
134	1	12554	338220	0
135	1	13915	341408	0
136	1	13149	344936	0
137	1	11709	348272	0
138	1	12043	351248	0
139	1	8762	354308	0
140	1	7926	356548	0
141	1	8323	358580	0
142	1	10637	360712	0
143	1	9268	363420	0
144	1	10260	365788	0
145	1	10295	368404	0
